crop,region,year,window,driver_group,dominant_feature,observed_yield_t_ha,trend_yield_t_ha,yield_gap_t_ha,base_predicted_residual_t_ha,counterfactual_predicted_residual_t_ha,recovered_gap_t_ha,recoverable_fraction,n_changed_features,changed_features_json
Wheat,Montana,2002,spring,heat,heatwave_events_3d_35,1.5535,2.163399146289148,0.6098991462891479,-0.4940129504193849,-0.026075505361841885,0.46793744505754303,0.7672374160623894,10,"[{""feature"": ""season_tmax_mean"", ""from"": 20.126, ""to"": 20.729, ""standardized_delta"": 0.5422, ""prediction_gain_t_ha"": 0.4679}, {""feature"": ""season_tmean_mean"", ""from"": 12.954, ""to"": 13.861, ""standardized_delta"": 0.9774, ""prediction_gain_t_ha"": 0.4679}, {""feature"": ""growing_degree_days_base5"", ""from"": 1584.77, ""to"": 1665.575, ""standardized_delta"": 0.4985, ""prediction_gain_t_ha"": 0.4679}, {""feature"": ""heat_days_30"", ""from"": 23.0, ""to"": 17.0, ""standardized_delta"": 0.5827, ""prediction_gain_t_ha"": 0.4679}, {""feature"": ""heat_days_35"", ""from"": 5.0, ""to"": 0.0, ""standardized_delta"": 2.2695, ""prediction_gain_t_ha"": 0.4679}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 4.0, ""to"": 0.0, ""standardized_delta"": 4.1306, ""prediction_gain_t_ha"": 0.4679}, {""feature"": ""heatwave_events_3d_30"", ""from"": 4.0, ""to"": 2.0, ""standardized_delta"": 1.1171, ""prediction_gain_t_ha"": 0.4679}, {""feature"": ""heatwave_events_3d_35"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 5.8756, ""prediction_gain_t_ha"": 0.4679}, {""feature"": ""heat_degree_days_30"", ""from"": 58.34, ""to"": 29.76, ""standardized_delta"": 0.9905, ""prediction_gain_t_ha"": 0.4679}, {""feature"": ""heat_degree_days_35"", ""from"": 12.57, ""to"": 0.0, ""standardized_delta"": 4.6228, ""prediction_gain_t_ha"": 0.4679}]"
Wheat,Nebraska,2002,winter,drought,dry_spell_events_14d,2.2193,2.659434118404114,0.4401341184041141,-0.40396571447821517,-0.14198230052056066,0.2619834139576545,0.5952354134861945,7,"[{""feature"": ""rain_sum"", ""from"": 289.9, ""to"": 423.49, ""standardized_delta"": 1.1899, ""prediction_gain_t_ha"": 0.262}, {""feature"": ""rain_mean"", ""from"": 0.957, ""to"": 1.3955, ""standardized_delta"": 1.1839, ""prediction_gain_t_ha"": 0.262}, {""feature"": ""dry_days_1mm"", ""from"": 250.0, ""to"": 236.5, ""standardized_delta"": 1.1639, ""prediction_gain_t_ha"": 0.262}, {""feature"": ""dry_days_2mm"", ""from"": 267.0, ""to"": 255.5, ""standardized_delta"": 1.1235, ""prediction_gain_t_ha"": 0.262}, {""feature"": ""max_dry_spell_1mm"", ""from"": 48.0, ""to"": 36.0, ""standardized_delta"": 1.0239, ""prediction_gain_t_ha"": 0.262}, {""feature"": ""dry_spell_events_14d"", ""from"": 6.0, ""to"": 4.5, ""standardized_delta"": 1.2457, ""prediction_gain_t_ha"": 0.262}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 23.0, ""to"": 17.0, ""standardized_delta"": 0.8126, ""prediction_gain_t_ha"": 0.262}]"
Wheat,North Dakota,2002,spring,drought,max_dry_spell_1mm,1.836,2.3639458773058664,0.5279458773058663,-0.5304360306165716,-0.12120916710039095,0.40922686351618065,0.7751303326857772,6,"[{""feature"": ""rain_sum"", ""from"": 298.94, ""to"": 372.59, ""standardized_delta"": 0.882, ""prediction_gain_t_ha"": 0.4092}, {""feature"": ""rain_mean"", ""from"": 1.634, ""to"": 2.036, ""standardized_delta"": 0.8809, ""prediction_gain_t_ha"": 0.4092}, {""feature"": ""dry_days_1mm"", ""from"": 122.0, ""to"": 121.0, ""standardized_delta"": 0.1127, ""prediction_gain_t_ha"": 0.4092}, {""feature"": ""dry_days_2mm"", ""from"": 141.0, ""to"": 139.0, ""standardized_delta"": 0.2661, ""prediction_gain_t_ha"": 0.4092}, {""feature"": ""max_dry_spell_1mm"", ""from"": 22.0, ""to"": 14.0, ""standardized_delta"": 1.904, ""prediction_gain_t_ha"": 0.4092}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 31.0, ""to"": 18.0, ""standardized_delta"": 1.3796, ""prediction_gain_t_ha"": 0.4092}]"
Wheat,South Dakota,2002,spring,drought,dry_spell_events_7d,1.7754,2.548265478335466,0.772865478335466,-0.7095706384709873,-0.3423363409893162,0.36723429748167113,0.47515940066645246,8,"[{""feature"": ""rain_sum"", ""from"": 288.76, ""to"": 412.03, ""standardized_delta"": 1.5092, ""prediction_gain_t_ha"": 0.3672}, {""feature"": ""rain_mean"", ""from"": 1.578, ""to"": 2.252, ""standardized_delta"": 1.5099, ""prediction_gain_t_ha"": 0.3672}, {""feature"": ""dry_days_1mm"", ""from"": 131.0, ""to"": 119.0, ""standardized_delta"": 1.5467, ""prediction_gain_t_ha"": 0.3672}, {""feature"": ""dry_days_2mm"", ""from"": 148.0, ""to"": 136.0, ""standardized_delta"": 1.7178, ""prediction_gain_t_ha"": 0.3672}, {""feature"": ""max_dry_spell_1mm"", ""from"": 11.0, ""to"": 15.0, ""standardized_delta"": 0.8441, ""prediction_gain_t_ha"": 0.3672}, {""feature"": ""dry_spell_events_7d"", ""from"": 8.0, ""to"": 5.0, ""standardized_delta"": 1.9744, ""prediction_gain_t_ha"": 0.3672}, {""feature"": ""dry_spell_events_14d"", ""from"": 0.0, ""to"": 1.0, ""standardized_delta"": 1.3943, ""prediction_gain_t_ha"": 0.3672}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 48.0, ""to"": 41.0, ""standardized_delta"": 0.5405, ""prediction_gain_t_ha"": 0.3672}]"
Barley,Montana,2003,spring,drought,dry_spell_events_14d,2.152,2.657026615186613,0.5050266151866127,-0.42955640899857994,-0.1851874011607398,0.24436900783784013,0.4838735236707142,8,"[{""feature"": ""rain_sum"", ""from"": 277.36, ""to"": 350.57, ""standardized_delta"": 1.0582, ""prediction_gain_t_ha"": 0.2444}, {""feature"": ""rain_mean"", ""from"": 1.516, ""to"": 1.916, ""standardized_delta"": 1.0579, ""prediction_gain_t_ha"": 0.2444}, {""feature"": ""dry_days_1mm"", ""from"": 123.0, ""to"": 115.0, ""standardized_delta"": 0.6809, ""prediction_gain_t_ha"": 0.2444}, {""feature"": ""dry_days_2mm"", ""from"": 138.0, ""to"": 135.0, ""standardized_delta"": 0.3297, ""prediction_gain_t_ha"": 0.2444}, {""feature"": ""max_dry_spell_1mm"", ""from"": 18.0, ""to"": 13.0, ""standardized_delta"": 0.9509, ""prediction_gain_t_ha"": 0.2444}, {""feature"": ""dry_spell_events_7d"", ""from"": 7.0, ""to"": 5.0, ""standardized_delta"": 1.164, ""prediction_gain_t_ha"": 0.2444}, {""feature"": ""dry_spell_events_14d"", ""from"": 3.0, ""to"": 0.0, ""standardized_delta"": 3.508, ""prediction_gain_t_ha"": 0.2444}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 30.0, ""to"": 14.0, ""standardized_delta"": 1.7196, ""prediction_gain_t_ha"": 0.2444}]"
Barley,Washington,2003,spring,drought,dry_days_2mm,2.5286,3.3467064092664085,0.8181064092664085,-0.8613911119560068,-0.3566356781030373,0.5047554338529695,0.6169801729161135,6,"[{""feature"": ""rain_sum"", ""from"": 122.49, ""to"": 203.83, ""standardized_delta"": 1.4704, ""prediction_gain_t_ha"": 0.5048}, {""feature"": ""rain_mean"", ""from"": 0.669, ""to"": 1.114, ""standardized_delta"": 1.4721, ""prediction_gain_t_ha"": 0.5048}, {""feature"": ""dry_days_1mm"", ""from"": 142.0, ""to"": 131.0, ""standardized_delta"": 0.9403, ""prediction_gain_t_ha"": 0.5048}, {""feature"": ""dry_days_2mm"", ""from"": 167.0, ""to"": 152.0, ""standardized_delta"": 1.6844, ""prediction_gain_t_ha"": 0.5048}, {""feature"": ""max_dry_spell_1mm"", ""from"": 45.0, ""to"": 26.0, ""standardized_delta"": 1.4641, ""prediction_gain_t_ha"": 0.5048}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 13.0, ""to"": 8.0, ""standardized_delta"": 0.7998, ""prediction_gain_t_ha"": 0.5048}]"
Canola,Montana,2003,spring,drought,dry_spell_events_14d,1.0536,1.4012006715506766,0.34760067155067653,-0.3446579092364435,-0.1374674898597328,0.2071904193767107,0.5960587430755424,8,"[{""feature"": ""rain_sum"", ""from"": 277.36, ""to"": 350.57, ""standardized_delta"": 1.0582, ""prediction_gain_t_ha"": 0.2072}, {""feature"": ""rain_mean"", ""from"": 1.516, ""to"": 1.916, ""standardized_delta"": 1.0579, ""prediction_gain_t_ha"": 0.2072}, {""feature"": ""dry_days_1mm"", ""from"": 123.0, ""to"": 115.0, ""standardized_delta"": 0.6809, ""prediction_gain_t_ha"": 0.2072}, {""feature"": ""dry_days_2mm"", ""from"": 138.0, ""to"": 135.0, ""standardized_delta"": 0.3297, ""prediction_gain_t_ha"": 0.2072}, {""feature"": ""max_dry_spell_1mm"", ""from"": 18.0, ""to"": 13.0, ""standardized_delta"": 0.9509, ""prediction_gain_t_ha"": 0.2072}, {""feature"": ""dry_spell_events_7d"", ""from"": 7.0, ""to"": 5.0, ""standardized_delta"": 1.164, ""prediction_gain_t_ha"": 0.2072}, {""feature"": ""dry_spell_events_14d"", ""from"": 3.0, ""to"": 0.0, ""standardized_delta"": 3.508, ""prediction_gain_t_ha"": 0.2072}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 30.0, ""to"": 14.0, ""standardized_delta"": 1.7196, ""prediction_gain_t_ha"": 0.2072}]"
Oats,Washington,2003,spring,drought,dry_days_2mm,1.7934,2.4512663546798024,0.6578663546798023,-0.5964251255413389,-0.20623469785979218,0.39019042768154666,0.5931150375845877,6,"[{""feature"": ""rain_sum"", ""from"": 122.49, ""to"": 203.83, ""standardized_delta"": 1.4704, ""prediction_gain_t_ha"": 0.3902}, {""feature"": ""rain_mean"", ""from"": 0.669, ""to"": 1.114, ""standardized_delta"": 1.4721, ""prediction_gain_t_ha"": 0.3902}, {""feature"": ""dry_days_1mm"", ""from"": 142.0, ""to"": 131.0, ""standardized_delta"": 0.9403, ""prediction_gain_t_ha"": 0.3902}, {""feature"": ""dry_days_2mm"", ""from"": 167.0, ""to"": 152.0, ""standardized_delta"": 1.6844, ""prediction_gain_t_ha"": 0.3902}, {""feature"": ""max_dry_spell_1mm"", ""from"": 45.0, ""to"": 26.0, ""standardized_delta"": 1.4641, ""prediction_gain_t_ha"": 0.3902}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 13.0, ""to"": 8.0, ""standardized_delta"": 0.7998, ""prediction_gain_t_ha"": 0.3902}]"
Barley,Kansas,2004,spring,heat,heatwave_events_3d_30,1.5064,2.216517285984761,0.7101172859847609,-0.5781939503404153,0.053016117807947793,0.5781939503404153,0.8142231737657255,12,"[{""feature"": ""season_tmax_mean"", ""from"": 28.041, ""to"": 28.6005, ""standardized_delta"": 0.3967, ""prediction_gain_t_ha"": 0.6312}, {""feature"": ""season_tmean_mean"", ""from"": 21.419, ""to"": 22.094, ""standardized_delta"": 0.6437, ""prediction_gain_t_ha"": 0.6312}, {""feature"": ""growing_degree_days_base5"", ""from"": 3005.425, ""to"": 3134.24, ""standardized_delta"": 0.6802, ""prediction_gain_t_ha"": 0.6312}, {""feature"": ""heat_days_30"", ""from"": 75.0, ""to"": 84.0, ""standardized_delta"": 0.5154, ""prediction_gain_t_ha"": 0.6312}, {""feature"": ""heat_days_35"", ""from"": 16.0, ""to"": 30.5, ""standardized_delta"": 0.9501, ""prediction_gain_t_ha"": 0.6312}, {""feature"": ""heat_days_40"", ""from"": 0.0, ""to"": 2.0, ""standardized_delta"": 0.2904, ""prediction_gain_t_ha"": 0.6312}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 13.0, ""to"": 21.5, ""standardized_delta"": 0.7416, ""prediction_gain_t_ha"": 0.6312}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 4.0, ""to"": 8.0, ""standardized_delta"": 0.7849, ""prediction_gain_t_ha"": 0.6312}, {""feature"": ""heatwave_events_3d_30"", ""from"": 13.0, ""to"": 9.0, ""standardized_delta"": 1.7889, ""prediction_gain_t_ha"": 0.6312}, {""feature"": ""heatwave_events_3d_35"", ""from"": 3.0, ""to"": 4.0, ""standardized_delta"": 0.4809, ""prediction_gain_t_ha"": 0.6312}, {""feature"": ""heat_degree_days_30"", ""from"": 249.19, ""to"": 360.59, ""standardized_delta"": 0.7611, ""prediction_gain_t_ha"": 0.6312}, {""feature"": ""heat_degree_days_35"", ""from"": 28.16, ""to"": 69.38, ""standardized_delta"": 0.617, ""prediction_gain_t_ha"": 0.6312}]"
Oats,Colorado,2004,spring,drought,dry_spell_events_14d,1.9727,2.278193103448288,0.3054931034482882,-0.18709915019644058,-0.041052288260803114,0.14604686193563746,0.4780692601146045,7,"[{""feature"": ""rain_sum"", ""from"": 322.21, ""to"": 285.92, ""standardized_delta"": 0.6378, ""prediction_gain_t_ha"": 0.146}, {""feature"": ""rain_mean"", ""from"": 1.761, ""to"": 1.562, ""standardized_delta"": 0.6401, ""prediction_gain_t_ha"": 0.146}, {""feature"": ""dry_days_2mm"", ""from"": 129.0, ""to"": 137.0, ""standardized_delta"": 0.7909, ""prediction_gain_t_ha"": 0.146}, {""feature"": ""max_dry_spell_1mm"", ""from"": 20.0, ""to"": 17.0, ""standardized_delta"": 0.5742, ""prediction_gain_t_ha"": 0.146}, {""feature"": ""dry_spell_events_7d"", ""from"": 7.0, ""to"": 6.0, ""standardized_delta"": 0.5993, ""prediction_gain_t_ha"": 0.146}, {""feature"": ""dry_spell_events_14d"", ""from"": 2.0, ""to"": 1.0, ""standardized_delta"": 1.2553, ""prediction_gain_t_ha"": 0.146}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 0.0, ""to"": 1.0, ""standardized_delta"": 0.6305, ""prediction_gain_t_ha"": 0.146}]"
Wheat,Colorado,2004,winter,drought,dry_spell_events_14d,1.8427,2.3067145345345335,0.46401453453453345,-0.37532996268039426,-0.13251883817969942,0.24281112450069484,0.5232834457314268,6,"[{""feature"": ""rain_sum"", ""from"": 294.09, ""to"": 300.645, ""standardized_delta"": 0.1102, ""prediction_gain_t_ha"": 0.2428}, {""feature"": ""rain_mean"", ""from"": 0.967, ""to"": 0.992, ""standardized_delta"": 0.1273, ""prediction_gain_t_ha"": 0.2428}, {""feature"": ""dry_days_1mm"", ""from"": 235.0, ""to"": 223.0, ""standardized_delta"": 0.8862, ""prediction_gain_t_ha"": 0.2428}, {""feature"": ""dry_days_2mm"", ""from"": 258.0, ""to"": 258.5, ""standardized_delta"": 0.05, ""prediction_gain_t_ha"": 0.2428}, {""feature"": ""max_dry_spell_1mm"", ""from"": 28.0, ""to"": 23.5, ""standardized_delta"": 0.681, ""prediction_gain_t_ha"": 0.2428}, {""feature"": ""dry_spell_events_14d"", ""from"": 7.0, ""to"": 3.5, ""standardized_delta"": 2.1398, ""prediction_gain_t_ha"": 0.2428}]"
Barley,Minnesota,2005,spring,heat,heat_degree_days_30,2.3134,3.22628942513942,0.91288942513942,-0.6971824398868489,-0.1547475367871312,0.5424349030997178,0.5941956256277972,10,"[{""feature"": ""season_tmax_mean"", ""from"": 23.496, ""to"": 21.208, ""standardized_delta"": 2.0566, ""prediction_gain_t_ha"": 0.5424}, {""feature"": ""season_tmean_mean"", ""from"": 17.355, ""to"": 15.654, ""standardized_delta"": 1.8379, ""prediction_gain_t_ha"": 0.5424}, {""feature"": ""growing_degree_days_base5"", ""from"": 2284.105, ""to"": 2013.64, ""standardized_delta"": 1.6683, ""prediction_gain_t_ha"": 0.5424}, {""feature"": ""heat_days_30"", ""from"": 27.0, ""to"": 8.0, ""standardized_delta"": 1.7962, ""prediction_gain_t_ha"": 0.5424}, {""feature"": ""heat_days_35"", ""from"": 5.0, ""to"": 0.0, ""standardized_delta"": 2.9518, ""prediction_gain_t_ha"": 0.5424}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 9.0, ""to"": 3.0, ""standardized_delta"": 1.8028, ""prediction_gain_t_ha"": 0.5424}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 2.0, ""to"": 0.0, ""standardized_delta"": 2.3907, ""prediction_gain_t_ha"": 0.5424}, {""feature"": ""heatwave_events_3d_30"", ""from"": 4.0, ""to"": 1.0, ""standardized_delta"": 1.8633, ""prediction_gain_t_ha"": 0.5424}, {""feature"": ""heat_degree_days_30"", ""from"": 95.41, ""to"": 9.31, ""standardized_delta"": 2.9556, ""prediction_gain_t_ha"": 0.5424}, {""feature"": ""heat_degree_days_35"", ""from"": 6.06, ""to"": 0.0, ""standardized_delta"": 1.5339, ""prediction_gain_t_ha"": 0.5424}]"
Canola,Minnesota,2005,spring,heat,heat_degree_days_30,0.9191,1.612920098522153,0.693820098522153,-0.5656188287027165,-0.13129294693274093,0.43432588176997555,0.6259920730101305,10,"[{""feature"": ""season_tmax_mean"", ""from"": 23.496, ""to"": 21.208, ""standardized_delta"": 2.0566, ""prediction_gain_t_ha"": 0.4343}, {""feature"": ""season_tmean_mean"", ""from"": 17.355, ""to"": 15.654, ""standardized_delta"": 1.8379, ""prediction_gain_t_ha"": 0.4343}, {""feature"": ""growing_degree_days_base5"", ""from"": 2284.105, ""to"": 2013.64, ""standardized_delta"": 1.6683, ""prediction_gain_t_ha"": 0.4343}, {""feature"": ""heat_days_30"", ""from"": 27.0, ""to"": 8.0, ""standardized_delta"": 1.7962, ""prediction_gain_t_ha"": 0.4343}, {""feature"": ""heat_days_35"", ""from"": 5.0, ""to"": 0.0, ""standardized_delta"": 2.9518, ""prediction_gain_t_ha"": 0.4343}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 9.0, ""to"": 3.0, ""standardized_delta"": 1.8028, ""prediction_gain_t_ha"": 0.4343}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 2.0, ""to"": 0.0, ""standardized_delta"": 2.3907, ""prediction_gain_t_ha"": 0.4343}, {""feature"": ""heatwave_events_3d_30"", ""from"": 4.0, ""to"": 1.0, ""standardized_delta"": 1.8633, ""prediction_gain_t_ha"": 0.4343}, {""feature"": ""heat_degree_days_30"", ""from"": 95.41, ""to"": 9.31, ""standardized_delta"": 2.9556, ""prediction_gain_t_ha"": 0.4343}, {""feature"": ""heat_degree_days_35"", ""from"": 6.06, ""to"": 0.0, ""standardized_delta"": 1.5339, ""prediction_gain_t_ha"": 0.4343}]"
Wheat,Colorado,2005,winter,excess_rain,max_7day_rain,1.6409,2.315787365937366,0.674887365937366,-0.522143054765884,-0.15971155735140444,0.36243149741447955,0.5370251625781888,5,"[{""feature"": ""heavy_rain_days_10"", ""from"": 2.0, ""to"": 2.5, ""standardized_delta"": 0.253, ""prediction_gain_t_ha"": 0.3624}, {""feature"": ""max_1day_rain"", ""from"": 12.24, ""to"": 16.56, ""standardized_delta"": 0.7689, ""prediction_gain_t_ha"": 0.3624}, {""feature"": ""max_3day_rain"", ""from"": 18.51, ""to"": 27.015, ""standardized_delta"": 0.786, ""prediction_gain_t_ha"": 0.3624}, {""feature"": ""max_7day_rain"", ""from"": 23.58, ""to"": 35.245, ""standardized_delta"": 0.8277, ""prediction_gain_t_ha"": 0.3624}, {""feature"": ""wet_days_1mm"", ""from"": 78.0, ""to"": 81.0, ""standardized_delta"": 0.2222, ""prediction_gain_t_ha"": 0.3624}]"
Barley,Kansas,2006,spring,heat,heat_degree_days_35,1.4526,2.2455274300742367,0.7929274300742368,-0.686653617429608,-0.05671192460911438,0.6299416928204936,0.7944506255276301,12,"[{""feature"": ""season_tmax_mean"", ""from"": 29.81, ""to"": 28.6005, ""standardized_delta"": 0.8575, ""prediction_gain_t_ha"": 0.6299}, {""feature"": ""season_tmean_mean"", ""from"": 22.896, ""to"": 22.094, ""standardized_delta"": 0.7648, ""prediction_gain_t_ha"": 0.6299}, {""feature"": ""growing_degree_days_base5"", ""from"": 3274.965, ""to"": 3134.24, ""standardized_delta"": 0.7431, ""prediction_gain_t_ha"": 0.6299}, {""feature"": ""heat_days_30"", ""from"": 93.0, ""to"": 84.0, ""standardized_delta"": 0.5154, ""prediction_gain_t_ha"": 0.6299}, {""feature"": ""heat_days_35"", ""from"": 42.0, ""to"": 30.5, ""standardized_delta"": 0.7535, ""prediction_gain_t_ha"": 0.6299}, {""feature"": ""heat_days_40"", ""from"": 8.0, ""to"": 2.0, ""standardized_delta"": 0.8713, ""prediction_gain_t_ha"": 0.6299}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 24.0, ""to"": 21.5, ""standardized_delta"": 0.2181, ""prediction_gain_t_ha"": 0.6299}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 9.0, ""to"": 8.0, ""standardized_delta"": 0.1962, ""prediction_gain_t_ha"": 0.6299}, {""feature"": ""heatwave_events_3d_30"", ""from"": 11.0, ""to"": 9.0, ""standardized_delta"": 0.8944, ""prediction_gain_t_ha"": 0.6299}, {""feature"": ""heatwave_events_3d_35"", ""from"": 5.0, ""to"": 4.0, ""standardized_delta"": 0.4809, ""prediction_gain_t_ha"": 0.6299}, {""feature"": ""heat_degree_days_30"", ""from"": 465.74, ""to"": 360.59, ""standardized_delta"": 0.7184, ""prediction_gain_t_ha"": 0.6299}, {""feature"": ""heat_degree_days_35"", ""from"": 134.46, ""to"": 69.38, ""standardized_delta"": 0.9741, ""prediction_gain_t_ha"": 0.6299}]"
Barley,North Dakota,2006,spring,drought,dry_spell_events_14d,2.6362,3.140758996138999,0.5045589961389987,-0.50535609988981,-0.1522941466327068,0.3530619532571032,0.6997436493231007,7,"[{""feature"": ""rain_sum"", ""from"": 284.61, ""to"": 372.59, ""standardized_delta"": 1.0536, ""prediction_gain_t_ha"": 0.3531}, {""feature"": ""rain_mean"", ""from"": 1.555, ""to"": 2.036, ""standardized_delta"": 1.0541, ""prediction_gain_t_ha"": 0.3531}, {""feature"": ""dry_days_1mm"", ""from"": 135.0, ""to"": 121.0, ""standardized_delta"": 1.5774, ""prediction_gain_t_ha"": 0.3531}, {""feature"": ""dry_days_2mm"", ""from"": 149.0, ""to"": 139.0, ""standardized_delta"": 1.3304, ""prediction_gain_t_ha"": 0.3531}, {""feature"": ""max_dry_spell_1mm"", ""from"": 21.0, ""to"": 14.0, ""standardized_delta"": 1.666, ""prediction_gain_t_ha"": 0.3531}, {""feature"": ""dry_spell_events_14d"", ""from"": 3.0, ""to"": 1.0, ""standardized_delta"": 2.617, ""prediction_gain_t_ha"": 0.3531}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 33.0, ""to"": 18.0, ""standardized_delta"": 1.5919, ""prediction_gain_t_ha"": 0.3531}]"
Oats,Nebraska,2006,spring,drought,max_dry_spell_1mm,1.614,2.140521548691547,0.5265215486915469,-0.44884601164130306,-0.11121344351240332,0.33763256812889975,0.6412511870937607,8,"[{""feature"": ""rain_sum"", ""from"": 340.38, ""to"": 442.88, ""standardized_delta"": 0.9776, ""prediction_gain_t_ha"": 0.3376}, {""feature"": ""rain_mean"", ""from"": 1.86, ""to"": 2.42, ""standardized_delta"": 0.9773, ""prediction_gain_t_ha"": 0.3376}, {""feature"": ""dry_days_1mm"", ""from"": 130.0, ""to"": 115.0, ""standardized_delta"": 1.3499, ""prediction_gain_t_ha"": 0.3376}, {""feature"": ""dry_days_2mm"", ""from"": 144.0, ""to"": 132.0, ""standardized_delta"": 1.1711, ""prediction_gain_t_ha"": 0.3376}, {""feature"": ""max_dry_spell_1mm"", ""from"": 23.0, ""to"": 12.0, ""standardized_delta"": 2.3685, ""prediction_gain_t_ha"": 0.3376}, {""feature"": ""dry_spell_events_7d"", ""from"": 6.0, ""to"": 5.0, ""standardized_delta"": 0.4643, ""prediction_gain_t_ha"": 0.3376}, {""feature"": ""dry_spell_events_14d"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 1.2141, ""prediction_gain_t_ha"": 0.3376}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 50.0, ""to"": 41.0, ""standardized_delta"": 0.6076, ""prediction_gain_t_ha"": 0.3376}]"
